,lugares,labels,Quotes,order,Position,LAT_google,LON_google,LON_geopy,LAT_geopy,address,,,,
421,Vatican,FAC,"Invariably, within minutes after a Vatican salvo, Kohler’s phone would ring off the hook with techinvestment companies wanting to license the new discovery",635,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
72,Vatican City,GPE," 
Far away, in Vatican City, Cardinal Mortati carried another tray of ballots to the Sistine Chapel chimney",636,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
595,St. Peter’s Basilica,GPE," 83
F lashlights were no match for the voluminous blackness of St",637,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
422,Vatican,FAC,It was the famous sunken sanctuary beneath the main altar-the sumptuous underground chamber that held the Vatican’s most sacred relics,638,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
544,Vittoria,GPE,"As they drew even with the gate surrounding the hollow, Vittoria gazed down at the golden co oil
ffer surrounded by scores of glowing 
lamps",639,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
955,"the golden co 
 
 oil  
 
",FAC,"As they drew even with the gate surrounding the hollow, Vittoria gazed down at the golden co oil
ffer surrounded by scores of glowing 
lamps",640,640,39.7379775,-105.1950624,,,,,,,
575,St. Peter,GPE,Everyone who came to St,641,132,33.20116,-96.6206811,-79.2418746,43.8093995,"Technicolor, 2259, Markham Road, Browns Corners, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 2W4, Canada",,,,
632,St. Peter’s,GPE,The guidebooks label this as St,642,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
278,earth,LOC,"Peter’s tomb, but his true grave is two stories beneath us, buried in the earth",643,41,37.2321077,-95.7243335,2.214495016,40.2678399,"Mar Balear, España",,,,
423,Vatican,FAC,The Vatican excavated it in the forties,644,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
576,St. Peter,GPE,"As they moved away from the glowing recession into the darkness again, she thought of the stories she’d heard of pilgrims traveling thousands of miles to look at that golden box, thinking they were in the presence of St",645,132,33.20116,-96.6206811,-79.2418746,43.8093995,"Technicolor, 2259, Markham Road, Browns Corners, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 2W4, Canada",,,,
424,Vatican,FAC,"“Shouldn’t the Vatican tell people?”
“We all benefit from a se 
ontact with di 
nse of c 
vinity ",646,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
73,Vatican City,GPE,"What was faith 
ter all?
, af 
“Change,” the camerlegno said, “is not something we do well within Vatican City",647,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
860,Palermo,GPE,A bishop from Palermo appeared at my hospital bed and took me in,648,318,38.11569,13.3614868,123.6403786,10.10334515,"Rotunda, Carcar, Cebu, Central Visayas, Philippines",,,,
941,West Ponente,GPE,The previous two works-Habakkuk and the Angeland West Ponente -had not contained specific references to Earthor Air ,649,560,40.7390496,-73.993548,-124.3302579,54.0223626,"RD, Vanderhoof, Regional District of Bulkley-Nechako, British Columbia, Canada",,,,
848,Earth,LOC,The previous two works-Habakkuk and the Angeland West Ponente -had not contained specific references to Earthor Air ,650,304,37.2321077,-95.7243335,-1.2649062,52.5310214,"England, United Kingdom",,,,
193,Rome,GPE,"Langdon hoped they could c 
the killer before he had to consider Water -Bernini had carved dozens of fountains in Rome, most of them in front of churches",651,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
425,Vatican,FAC,"Teresa , shortly after its unveiling, had been moved from its original location inside the Vatican",652,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
426,Vatican,FAC,Teresaas too sexually explicit for the Vatican,653,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
427,Vatican,FAC,"Was it possible? Had Bernini intentionally created a work so explicit that it forced the Vatican to hide it in some out-of-the-way spot? A location perhaps that Bernini himself could suggest? Maybe a remote church on a direct line with West Ponente ’s b 
th?
rea 
As Langdon’s excitement mounted, his vague familiarity with the statue intervened, insisting the work had nothing to do with fire ",654,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
428,Vatican,FAC,Hardly Vatican fare,655,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
956,Holy Vatican Grottoes,FAC," 85
T he Holy Vatican Grottoes are located beneath the main floor of St",656,656,41.9021667,12.4539367,12.674297,42.6384261,Italia,,,,
596,St. Peter’s Basilica,GPE," 85
T he Holy Vatican Grottoes are located beneath the main floor of St",657,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
429,Vatican,FAC,"Not only was he facing the most devastating threat in Vatican history, but he was doing it without his mentor and friend ",658,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
430,Vatican,FAC,Vatican laws are established to protect this church,659,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
957,rd,FAC," 
sound than the last tim 
Next he remembered the walkie-talkie the gua 
t 
rd had left on the table outside the vaul 
",660,660,37.0412191,-95.6393167,114.1532628,22.3310839,"西九龍法院大樓 West Kowloon Law Courts Building, 西九龍走廊 West Kowloon Corridor, 元洲 Un Chau, 深水埗 Sham Shui Po, 深水埗區 Sham Shui Po District, 九龍 Kowloon, 香港 Hong Kong, 000000, 中国",,,,
545,Vittoria,GPE," 
Thirty second 
, Vittoria was standing before a corpse when
s later, in the Vatican Grottoes 
the electronic squawk of a walkie-talkie broke the silence",661,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
958,the Vatican Grottoes,FAC," 
Thirty second 
, Vittoria was standing before a corpse when
s later, in the Vatican Grottoes 
the electronic squawk of a walkie-talkie broke the silence",662,662,41.9021667,12.4539367,,,,,,,
74,Vatican City,GPE," 
When Olivetti’s Alpha Romeo tore out of Vatican City, this time there was no line of unmarked cars following him",663,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
194,Rome,GPE,"Where are we going?”88
E ven with its siren now affixed and blaring, Olivetti’s Alpha Romeo seemed to go unnoticed as it rocketed across the bridge into the heart of old Rome",664,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
431,Vatican,FAC,"All the traffic was moving in the other direction, toward the Vatican, as if the Holy See had suddenly become the hottest entertainment in Rome",665,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
195,Rome,GPE,"All the traffic was moving in the other direction, toward the Vatican, as if the Holy See had suddenly become the hottest entertainment in Rome",666,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
633,St. Peter’s,GPE,How long before the camerlegno told the crowd in St,667,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
961,LONDON,GPE," 
will and testam LONDON DAILY MAIL 
August 27, 1998
",668,668,51.5073509,-0.1277583,-104.4010033,39.8557834,"Logan Airport, East 88th Avenue, Adams County, Colorado, United States",,,,
432,Vatican,FAC,"a plot including a powerful, ruthless and illegal Masonic lodge with tentacles stretching into the Vatican",669,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
546,Vittoria,GPE," 
The cellular in Vittoria’s pocket rang, thankfully erasing the memories from Langdon’s mind",670,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
433,Vatican,FAC,"He pictured the Vatican Curator collapsing in spasms of outrage at the thought of this priceless artifact being packed around Rome like some tourist ma 
thought of the m 
p",671,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
196,Rome,GPE,"He pictured the Vatican Curator collapsing in spasms of outrage at the thought of this priceless artifact being packed around Rome like some tourist ma 
thought of the m 
p",672,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
634,St. Peter’s,GPE," 89
W ar had broken out in St",673,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
597,St. Peter’s Basilica,GPE," 
Only a hundred yards away, inside the thick walls of St",674,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
776,Vatican City’s,GPE,"The search of Vatican City’s pub 
d noth 
lic access areas so far had yielde 
ing",675,175,41.902916,12.453389,1.8356306,49.4861368,"Grave of S/L Ian W. Bazalgette VC, DFC, Place de l'Église, Senantes, Beauvais, Oise, Hauts-de-France, France métropolitaine, 60650, France",,,,
75,Vatican City,GPE," 
It seemed every day since Chartrand had arrived in Vatican City he had learned some new Vatican mystery",676,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
434,Vatican,FAC," 
It seemed every day since Chartrand had arrived in Vatican City he had learned some new Vatican mystery",677,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
435,Vatican,FAC,"Then again, Chartrand realized, never before in history had the Vatican been sitting on what amounted to some clearsort of neoteric nu 
warhead",678,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
76,Vatican City,GPE,The camerlegno was the person inside Vatican City for whom Chartrand held the most respect,679,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
436,Vatican,FAC," 
Chartrand had only been at the Vatican a few months when he heard the story of the bomb that blew up the camerlegno’s mother before the kid’s very eyes",680,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
962,"chu 
 
 ",GPE,A rch bomb in chu ,681,681,33.8691612,-98.5768175,0.3159214,46.5820475,"Alpha Roméo, Rue Louis Blériot, Les Montgorges, Poitiers, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86000, France",,,,
77,Vatican City,GPE,"A couple months back, on a peaceful afternoon inside Vatican City, Chartrand had bumped into the camerlegno coming across the grounds",682,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
547,Vittoria,GPE,".”90
L angdon and Vittoria observed Piazza Barberini from the shadows of a small alleyway h 
on the western corner",683,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
437,Vatican,FAC,no comment yet from the Vatican ,684,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
197,Rome,GPE,"satanic
urde 
presence in Rome ",685,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
198,Rome,GPE,"Rome sat riveted, as did the rest of the world",686,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
438,Vatican,FAC,"Apparently, the women had been inside the church fifteen minutes ago praying for the Vatican in its time of need, when some man had appeared and told them the church was closing early",687,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
548,Vittoria,GPE," 91
L angdon and Vittoria dashed to the main entrance of the church of Santa Maria della Vittoria and found the wooden door locked",688,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
